Status,Vendor No.,Vendor,System,Division,Total Spend,Invoices,Open Balance,Avg Day to Pay,% Late,Avg Days Paid Late,Avg Invoice Value,Added On,Vendor Group,Telephone,Tax ID,Email
Inactive,1000000369,Mcdowell-Wilkins,SAP-P49-WF,"Marelli Japan, Marelli Poland, Marelli PWT Slovakia",0.0,0,-0.0,,,,0.0,2024-10-09,,(948)215-6985,8549043415,davidsonisaiah@example.com
Active,1000000370,"Taylor, Morales and Fuller","SAP-P49, SAP-P49-WF",,1006434.87,266,-352335.31,76.0,22.93,22.0,2803.44,2024-06-09,,691-412-3829x65772,2409062245,lauren31@example.com
Active,1000000371,White-Walter,SAP-P49-WF,"Marelli Japan, Marelli EPT Cologne, Marelli Germany, Marelli Poland, Marelli PWT Slovakia, Marelli Italy",997776.81,330,221758.46,30.0,72.0,16.0,2293.74,2023-08-09,,001-530-608-9317,5658759098,brandonwilliamson@example.net
Active,1000000372,Hernandez-Rubio,SAP-P49-WF,"Marelli Poland, Marelli PWT Slovakia, Marelli Germany",1006929.52,282,43020.5,58.0,25.18,12.0,2403.17,2022-04-16,,(591)508-6771,2338575204,sophiali@example.com
Inactive,1000000373,Francis-Reyes,SAP-P49,,0.0,0,-0.0,,,,0.0,2022-09-29,,(939)534-3626x20443,6804809686,brandi71@example.org
Active,1000000374,Anderson-Morris,SAP-P49,Marelli Italy,0.0,0,-0.0,,,,0.0,2020-12-21,,001-763-566-9411x800,5547251507,modonnell@example.net
Inactive,1000000375,"Mckinney, Pacheco and Smith","SAP-P49, SAP-P49-WF","Marelli Japan, Marelli EPT Cologne, Marelli Poland, Marelli Germany, Marelli PWT Slovakia, Marelli Italy",1005043.01,433,410510.38,68.0,58.34,10.0,3501.89,2024-06-12,,996.746.5280x92428,4576770953,uanderson@example.net
Inactive,1000000376,"Hamilton, Green and Edwards","SAP-P49, SAP-P49-WF",Marelli Japan,995545.78,114,445291.04,10.0,15.34,10.0,5470.03,2024-07-10,,(774)856-4494,7549027540,leslievang@example.org
Active,1000000377,"Farrell, Sandoval and Yates",SAP-P49,,988376.4,253,85227.53,27.0,50.59,26.0,2685.81,2023-04-08,,4329032074,2459396556,fwilson@example.org
Active,1000000378,Kelly-Fletcher,SAP-P49,,998985.77,202,371746.49,37.0,93.21,14.0,2361.67,2022-01-15,,677.512.1513x4228,5078581043,foxashley@example.com
Inactive,1000000379,Sanchez Group,SAP-P49,,0.0,0,0.0,,,,0.0,2024-09-27,,+1-915-904-1659x15201,4528924840,rfuller@example.net
Inactive,1000000380,"Smith, Booker and Douglas",SAP-P49-WF,"Marelli Germany, Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Poland, Marelli Italy",1000234.58,284,196696.95,65.0,92.25,26.0,3334.12,2023-09-06,,859.323.0450x189,5909200100,pscott@example.com
Active,1000000381,Smith and Sons,"SAP-P49, SAP-P49-WF",,996047.63,54,75986.84,59.0,60.67,21.0,3233.92,2024-05-15,,(666)442-1476,5791150256,elizabeth58@example.org
Inactive,1000000382,Griffin-Hughes,SAP-P49-WF,,1002357.34,469,-76048.18,41.0,73.64,8.0,4913.52,2022-11-23,,299-761-6592x661,6168230289,prhodes@example.net
Active,1000000383,"Moore, Simpson and Soto",SAP-P49,"Marelli Japan, Marelli Italy, Marelli Poland, Marelli EPT Cologne, Marelli Germany, Marelli PWT Slovakia",0.0,0,0.0,,,,0.0,2022-02-23,,614.276.1742x24386,7542997108,lowerywilliam@example.net
Active,1000000384,Gutierrez-Marshall,"SAP-P49, SAP-P49-WF","Marelli Italy, Marelli Japan",0.0,0,0.0,,,,0.0,2024-07-17,,001-894-254-9180x1722,7679585229,butlerjanet@example.com
Inactive,1000000385,"Ramsey, Todd and Cole","SAP-P49, SAP-P49-WF","Marelli Japan, Marelli EPT Cologne, Marelli Poland, Marelli Germany, Marelli PWT Slovakia",0.0,0,-0.0,,,,0.0,2021-07-27,,252-832-1941x680,2108543413,smithdiana@example.com
Active,1000000386,"Sullivan, Sandoval and Garner",SAP-P49,"Marelli Poland, Marelli Japan",0.0,0,-0.0,,,,0.0,2021-04-27,,001-374-299-5641x2203,3267619467,micheleclark@example.net
Active,1000000387,Santos Group,SAP-P49-WF,,1000278.62,53,91300.87,88.0,39.9,27.0,2890.98,2024-02-14,,+1-983-914-7276x0122,5714466292,csmith@example.net
Inactive,1000000388,Harris PLC,SAP-P49,"Marelli Poland, Marelli PWT Slovakia, Marelli EPT Cologne, Marelli Germany, Marelli Japan, Marelli Italy",1005470.96,495,-447674.24,80.0,33.52,1.0,143638.71,2022-05-19,,(905)801-6679x9840,7167220657,upalmer@example.net
Inactive,1000000389,"Stein, Dillon and Hall",SAP-P49,,994939.48,361,37206.36,57.0,91.99,24.0,3294.5,2024-01-14,,8809695814,7138795970,simpsonsheila@example.com
Active,1000000390,Terry-Smith,SAP-P49-WF,"Marelli PWT Slovakia, Marelli Germany, Marelli Italy, Marelli Poland, Marelli Japan, Marelli EPT Cologne",991725.72,21,-152382.63,64.0,34.7,8.0,3479.74,2022-06-15,,637-857-3839x5972,2558631891,rwhitaker@example.net
Inactive,1000000391,"Ward, Kennedy and Maddox",SAP-P49,"Marelli Germany, Marelli PWT Slovakia, Marelli Japan, Marelli EPT Cologne, Marelli Italy, Marelli Poland",998321.08,252,-274932.81,83.0,45.24,17.0,5425.66,2021-05-19,,(493)941-7223,7660161715,leonsherry@example.com
Active,1000000392,Young-Hawkins,"SAP-P49, SAP-P49-WF","Marelli Germany, Marelli EPT Cologne, Marelli Italy, Marelli PWT Slovakia, Marelli Japan",0.0,0,-0.0,,,,0.0,2022-03-02,,7548522801,4849000292,williamsondavid@example.org
Inactive,1000000393,Scott-Peterson,SAP-P49,,0.0,0,-0.0,,,,0.0,2023-12-12,,(308)342-8910x771,8334463775,romerogary@example.org
Active,1000000394,Bartlett and Sons,SAP-P49,"Marelli Germany, Marelli Italy, Marelli Japan, Marelli PWT Slovakia",1008345.11,350,-1645.85,51.0,41.89,12.0,2149.99,2021-08-10,,001-847-287-1255x2137,3657324926,marywells@example.com
Inactive,1000000395,"Jackson, Adams and Espinoza",SAP-P49,,998845.33,421,80495.3,57.0,63.23,16.0,2424.38,2023-10-28,,(253)928-6326x66785,3913652709,kaylarobbins@example.net
Active,1000000396,Miller LLC,SAP-P49-WF,Marelli Germany,0.0,0,-0.0,,,,0.0,2023-12-27,,(626)706-0290x8466,4290101977,alan48@example.net
Active,1000000397,Graves Group,"SAP-P49, SAP-P49-WF","Marelli Japan, Marelli EPT Cologne",1003481.03,428,164106.65,23.0,17.8,6.0,3635.8,2024-11-29,,+1-738-899-7563x4108,8164299648,abigailfernandez@example.org
Active,1000000398,Hunt LLC,"SAP-P49, SAP-P49-WF",Marelli EPT Cologne,996004.45,368,494888.97,52.0,50.22,1.0,22133.43,2021-05-20,,752.600.8943x46810,2233080012,david17@example.com
Active,1000000399,"Doyle, Chavez and Bird","SAP-P49, SAP-P49-WF",,999177.32,467,95306.55,43.0,6.71,13.0,5020.99,2023-07-02,,001-599-389-3544x9268,4706762939,zachary35@example.com
Active,1000000400,Thomas Group,SAP-P49-WF,"Marelli PWT Slovakia, Marelli Italy, Marelli Japan, Marelli Poland, Marelli EPT Cologne",0.0,0,0.0,,,,0.0,2021-05-18,,(811)606-2737x15869,7831278071,cfields@example.net
Inactive,1000000401,Dennis-Butler,"SAP-P49, SAP-P49-WF",Marelli Poland,1000990.42,392,-295152.4,66.0,19.07,12.0,4930.99,2024-09-04,,(328)527-7288,2132367659,vkennedy@example.org
Active,1000000402,"Wood, Crane and Guzman",SAP-P49,,0.0,0,-0.0,,,,0.0,2024-01-12,,(611)959-4082x15454,7561890562,moodydouglas@example.net
Inactive,1000000403,Williams-Shannon,"SAP-P49, SAP-P49-WF",,999278.2,495,-27912.89,57.0,56.48,30.0,2051.91,2021-01-12,,632-970-1851x0679,8672335956,kimberly79@example.org
Active,1000000404,Wagner Group,SAP-P49,"Marelli EPT Cologne, Marelli Italy, Marelli PWT Slovakia, Marelli Germany, Marelli Japan",1006942.91,384,-59648.53,54.0,40.08,6.0,4749.73,2024-08-04,,001-277-925-1996x63658,2611840475,debbie20@example.net
Inactive,1000000405,"Hogan, Zimmerman and Hoffman",SAP-P49,"Marelli Italy, Marelli PWT Slovakia, Marelli EPT Cologne, Marelli Poland, Marelli Japan, Marelli Germany",0.0,0,0.0,,,,0.0,2021-05-07,,581-939-8909,3076695536,martinezsharon@example.org
Inactive,1000000406,Hill and Sons,SAP-P49-WF,"Marelli Japan, Marelli Germany, Marelli PWT Slovakia, Marelli Italy, Marelli EPT Cologne, Marelli Poland",0.0,0,-0.0,,,,0.0,2023-09-12,,297.918.9569,3935510153,morganhenry@example.org
Inactive,1000000407,"Stewart, Scott and Wilson","SAP-P49, SAP-P49-WF","Marelli Italy, Marelli Poland, Marelli Japan, Marelli Germany, Marelli PWT Slovakia",986703.24,3,-313842.54,50.0,86.18,7.0,2448.4,2022-03-19,,682-842-2412,4752380988,brianwoodward@example.org
Inactive,1000000408,Reeves LLC,SAP-P49,"Marelli EPT Cologne, Marelli Japan, Marelli Italy",0.0,0,0.0,,,,0.0,2022-09-07,,(515)926-5461x0339,8386493875,ravery@example.org
Active,1000000409,Marshall-Russell,SAP-P49-WF,,0.0,0,-0.0,,,,0.0,2023-12-29,,806.930.4891x3824,2843669144,mathisvincent@example.org
Active,1000000410,Fernandez-Jackson,"SAP-P49, SAP-P49-WF",Marelli Italy,1004166.12,324,-91646.05,13.0,2.54,26.0,3369.68,2024-03-20,,686.487.0079,8035006977,brownsandra@example.com
Active,1000000411,"King, Frazier and Kidd","SAP-P49, SAP-P49-WF","Marelli EPT Cologne, Marelli Germany, Marelli Poland, Marelli Italy, Marelli PWT Slovakia",993367.3,457,-341566.77,85.0,71.6,23.0,2262.8,2022-08-08,,+1-339-484-0289x1416,2575016036,natalie39@example.net
Active,1000000412,Henson-Dougherty,SAP-P49-WF,Marelli Japan,999553.89,123,-277903.81,88.0,23.11,21.0,11759.46,2023-11-08,,+1-247-943-5537x9502,2602887933,valenzuelaemily@example.com
Active,1000000413,"Woodard, Warner and Farmer","SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2022-12-25,,+1-711-880-7156,2173602265,marycain@example.org
Active,1000000414,Ford and Sons,SAP-P49,"Marelli PWT Slovakia, Marelli Germany",1000149.92,266,-480361.47,56.0,10.41,12.0,4150.0,2023-07-10,,903.704.5319x433,5786237354,campbellrebecca@example.net
Inactive,1000000415,"Clark, Gonzalez and Nicholson",SAP-P49,,0.0,0,0.0,,,,0.0,2024-07-10,,(314)498-7283x9992,5563307810,andersonsarah@example.org
Inactive,1000000416,"Daniel, Hill and Abbott","SAP-P49, SAP-P49-WF","Marelli EPT Cologne, Marelli Japan",1002502.39,188,-262472.39,85.0,9.94,20.0,2179.35,2021-05-29,,7898487060,4219050660,rhill@example.net
Active,1000000417,Simpson-Holmes,"SAP-P49, SAP-P49-WF","Marelli EPT Cologne, Marelli Japan, Marelli PWT Slovakia",0.0,0,-0.0,,,,0.0,2021-10-01,,8305468750,3889350956,christopher90@example.net
Inactive,1000000418,Spence Group,SAP-P49,"Marelli Poland, Marelli Italy",0.0,0,0.0,,,,0.0,2021-08-20,,933-825-4110,4839444733,watkinsconnie@example.com
Inactive,1000000419,Wright-Wells,"SAP-P49, SAP-P49-WF","Marelli EPT Cologne, Marelli Japan, Marelli Germany, Marelli Poland, Marelli PWT Slovakia, Marelli Italy",0.0,0,0.0,,,,0.0,2022-05-04,,205-283-1997x17911,2185303937,sedwards@example.org
Active,1000000420,Brown Group,SAP-P49,Marelli Italy,994733.71,76,328480.83,17.0,39.72,5.0,7479.2,2021-12-24,,6498611080,8513922579,wdavis@example.com
Active,1000000421,Hancock Ltd,"SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2022-07-24,,+1-707-567-6991x507,6068424828,garciabrooke@example.org
Inactive,1000000422,"Clarke, Lee and Berry",SAP-P49-WF,"Marelli Italy, Marelli Germany, Marelli Japan, Marelli Poland",0.0,0,-0.0,,,,0.0,2023-11-02,,+1-484-656-7972x3200,3136108181,ppalmer@example.com
Inactive,1000000423,Silva-Weaver,SAP-P49-WF,Marelli Germany,1002965.51,194,-488442.27,59.0,8.55,4.0,17910.1,2021-01-23,,(427)249-5450,7164048125,williamconley@example.org
Inactive,1000000424,Cooper-Bray,SAP-P49,"Marelli EPT Cologne, Marelli Italy",998452.27,308,-291661.63,14.0,2.65,28.0,2483.71,2023-12-14,,+1-631-853-7795x9959,8456750207,francis70@example.com
Inactive,1000000425,Mora Ltd,"SAP-P49, SAP-P49-WF","Marelli Italy, Marelli PWT Slovakia, Marelli EPT Cologne, Marelli Poland, Marelli Germany",0.0,0,-0.0,,,,0.0,2021-03-19,,537.893.3756,3842353564,margaretsmith@example.org
Inactive,1000000426,Howard PLC,SAP-P49-WF,"Marelli Japan, Marelli Italy, Marelli PWT Slovakia, Marelli Germany, Marelli EPT Cologne, Marelli Poland",991651.1,245,389393.33,39.0,81.74,29.0,2253.75,2021-06-10,,524-573-9500,7511588798,grant42@example.com
Inactive,1000000427,"Sanchez, Gonzalez and Thompson",SAP-P49-WF,"Marelli Japan, Marelli PWT Slovakia, Marelli Italy, Marelli Poland, Marelli EPT Cologne, Marelli Germany",1008823.43,336,-159578.36,36.0,25.94,22.0,2448.6,2022-09-28,,710-426-1534x735,3755976673,ejohns@example.org
Inactive,1000000428,Andrade and Sons,"SAP-P49, SAP-P49-WF","Marelli Italy, Marelli EPT Cologne, Marelli Poland",0.0,0,-0.0,,,,0.0,2022-07-08,,238.565.5963,8002020272,kristine53@example.org
Inactive,1000000429,"Flynn, Salas and York",SAP-P49,"Marelli EPT Cologne, Marelli Poland, Marelli Italy, Marelli Japan, Marelli Germany",0.0,0,0.0,,,,0.0,2024-12-04,,001-873-717-9128,8004921993,lstone@example.com
Active,1000000430,"Brooks, Neal and Baldwin","SAP-P49, SAP-P49-WF","Marelli Germany, Marelli PWT Slovakia, Marelli Japan, Marelli Poland, Marelli EPT Cologne, Marelli Italy",0.0,0,-0.0,,,,0.0,2024-01-22,,574.696.9033x3736,2223565512,koneal@example.org
Active,1000000431,Scott-Miller,SAP-P49,,0.0,0,0.0,,,,0.0,2024-05-03,,001-914-978-5390x78956,3869932300,zortiz@example.com
Active,1000000432,Nelson-Johnson,SAP-P49-WF,Marelli Japan,0.0,0,-0.0,,,,0.0,2023-03-21,,534.315.1488x814,4237702202,jonesbenjamin@example.org
Active,1000000433,Gonzalez-Murphy,SAP-P49,"Marelli PWT Slovakia, Marelli Germany, Marelli Poland, Marelli Japan",989590.35,18,-203394.7,86.0,94.85,16.0,3734.3,2024-11-20,,243-992-8404x4566,7289986982,michelleperez@example.net
Active,1000000434,"Clark, Hall and Matthews",SAP-P49-WF,Marelli Germany,0.0,0,0.0,,,,0.0,2022-07-09,,+1-577-951-5366,5348669943,bfarrell@example.com
Inactive,1000000435,Ray and Sons,SAP-P49-WF,"Marelli PWT Slovakia, Marelli Japan, Marelli Italy, Marelli Poland, Marelli Germany",0.0,0,-0.0,,,,0.0,2024-02-09,,207-255-3666x8459,3495058135,ericcisneros@example.com
Inactive,1000000436,"Soto, Morrison and Franklin",SAP-P49,"Marelli EPT Cologne, Marelli Japan",1008482.28,295,371593.42,10.0,48.74,8.0,11205.36,2023-04-03,,(663)361-8637x1597,4174276521,damontran@example.org
Inactive,1000000437,"Morrison, Johnson and Gonzalez",SAP-P49-WF,,1000571.14,412,-74829.21,75.0,2.25,30.0,7580.08,2023-12-27,,(743)834-8170x5802,4469150846,hmoore@example.org
Inactive,1000000438,"Barnes, Paul and Price","SAP-P49, SAP-P49-WF","Marelli Poland, Marelli EPT Cologne",1000751.51,349,-231496.48,68.0,54.16,28.0,3324.76,2021-02-15,,623.546.7299,4070046548,ahill@example.org
Inactive,1000000439,Brown-Ross,"SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2024-10-07,,385.697.7790,5011528870,treed@example.com
Inactive,1000000440,Austin-Patrick,SAP-P49-WF,Marelli Japan,996885.73,427,333887.17,43.0,98.44,7.0,6735.71,2021-06-29,,(363)829-6762,8008361759,allenmonica@example.com
Inactive,1000000441,"Medina, Estrada and Jones",SAP-P49,"Marelli EPT Cologne, Marelli Poland",997909.28,182,25636.47,37.0,17.17,28.0,3394.25,2022-06-25,,001-437-668-1511x8567,7080020962,williammurray@example.org
Active,1000000442,"Neal, Brady and James",SAP-P49-WF,,991852.04,121,53736.56,40.0,65.14,27.0,7293.03,2022-02-17,,001-363-360-0412x5777,2984439290,jenniferkim@example.com
Inactive,1000000443,Skinner-Jackson,SAP-P49,,1002759.32,62,330651.67,20.0,20.64,21.0,2046.45,2024-09-09,,3912241862,8410947199,eric52@example.org
Active,1000000444,"Johnson, Leonard and Robinson",SAP-P49-WF,"Marelli EPT Cologne, Marelli Italy, Marelli Poland",0.0,0,-0.0,,,,0.0,2021-12-30,,001-508-516-4709x006,3203736435,regina31@example.org
Active,1000000445,Johnson-Smith,SAP-P49,"Marelli EPT Cologne, Marelli Italy, Marelli PWT Slovakia, Marelli Poland",0.0,0,-0.0,,,,0.0,2023-03-07,,313.712.2068,5332482597,anna39@example.org
Active,1000000446,"Foster, Patterson and Hall","SAP-P49, SAP-P49-WF","Marelli Japan, Marelli PWT Slovakia, Marelli Italy",0.0,0,0.0,,,,0.0,2022-02-25,,555-920-6506,7924598599,cameronbriggs@example.net
Inactive,1000000447,"Wood, Jones and Robinson","SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2024-01-18,,797-418-9241x9562,3128928461,tiffany71@example.com
Inactive,1000000448,Franklin PLC,SAP-P49-WF,"Marelli Germany, Marelli EPT Cologne, Marelli Poland, Marelli Japan",0.0,0,0.0,,,,0.0,2023-03-21,,568.838.9030x914,3201000157,christinebrown@example.com
Active,1000000449,Phillips-Hernandez,"SAP-P49, SAP-P49-WF",Marelli Japan,0.0,0,0.0,,,,0.0,2022-04-17,,203.897.5245,4385167808,karen35@example.com
Active,1000000450,Harris Inc,SAP-P49,,994981.21,379,412332.1,29.0,41.88,15.0,2409.16,2021-01-09,,+1-233-496-8527x01713,2758522926,davidthompson@example.net
Inactive,1000000451,Young Inc,SAP-P49-WF,"Marelli Italy, Marelli PWT Slovakia, Marelli EPT Cologne, Marelli Japan, Marelli Poland",0.0,0,-0.0,,,,0.0,2022-03-07,,(574)623-3629x34497,5495322460,xmiller@example.com
Active,1000000452,Jackson-Alexander,SAP-P49-WF,,0.0,0,0.0,,,,0.0,2022-12-30,,496.627.0661x49828,7842472739,dford@example.com
Inactive,1000000453,Hart-Castillo,SAP-P49-WF,Marelli Poland,1002551.48,445,-454189.94,87.0,16.63,6.0,3387.0,2024-03-14,,727-832-3008x57666,4312575156,lparker@example.org
Inactive,1000000454,Dyer-Riddle,SAP-P49-WF,"Marelli EPT Cologne, Marelli Japan, Marelli PWT Slovakia, Marelli Germany, Marelli Poland",998259.93,238,102972.62,90.0,24.53,30.0,13310.13,2021-11-29,,969-723-6458,5988163911,curtissara@example.net
Inactive,1000000455,Allen Inc,SAP-P49,"Marelli Germany, Marelli Poland, Marelli Italy",0.0,0,-0.0,,,,0.0,2022-08-09,,(202)349-7243x992,5051289038,newmansabrina@example.com
Inactive,1000000456,"Willis, Santana and Stone",SAP-P49-WF,,1000992.79,400,-211516.05,56.0,35.57,23.0,3325.56,2023-11-22,,662.864.4886,6146903184,rodriguezashley@example.com
Active,1000000457,Adams and Sons,SAP-P49,"Marelli Japan, Marelli Poland",0.0,0,0.0,,,,0.0,2024-11-25,,001-864-402-7011x6864,5220108134,nicholaspadilla@example.org
Inactive,1000000458,White-Fry,SAP-P49,"Marelli Italy, Marelli PWT Slovakia, Marelli Japan, Marelli Germany",0.0,0,-0.0,,,,0.0,2021-06-09,,393.423.0234x679,2446369548,carternicholas@example.com
Active,1000000459,Peterson PLC,"SAP-P49, SAP-P49-WF",,995253.01,200,162894.22,49.0,93.68,7.0,7836.64,2022-07-25,,277.310.0409,8198327297,alexasmith@example.net
Active,1000000460,"Hatfield, Juarez and Frederick",SAP-P49,"Marelli Poland, Marelli EPT Cologne, Marelli Italy",0.0,0,0.0,,,,0.0,2024-01-02,,259.765.5553x5669,6015183162,linda07@example.net
Active,1000000461,Hardy-Barron,"SAP-P49, SAP-P49-WF","Marelli Italy, Marelli EPT Cologne, Marelli Japan, Marelli Poland, Marelli Germany",1013161.91,466,-288811.55,54.0,3.12,15.0,3657.62,2022-03-31,,(909)818-4357,5456194016,aaronlittle@example.com
Inactive,1000000462,Schultz Inc,SAP-P49-WF,"Marelli PWT Slovakia, Marelli Japan, Marelli Germany",0.0,0,-0.0,,,,0.0,2022-07-31,,001-857-639-7691x5671,8310157626,jenniferkane@example.net
Inactive,1000000463,"Wagner, Anderson and Robles",SAP-P49-WF,"Marelli Poland, Marelli Italy, Marelli Germany, Marelli PWT Slovakia",0.0,0,0.0,,,,0.0,2023-01-25,,387-827-1783x3321,2809906647,martinsarah@example.com
Inactive,1000000464,Robinson-Scott,SAP-P49-WF,"Marelli Japan, Marelli EPT Cologne, Marelli Italy, Marelli PWT Slovakia, Marelli Germany, Marelli Poland",999973.32,217,96840.27,90.0,33.42,7.0,3773.48,2024-05-29,,812.887.1539x9156,4940508117,jeffreywilson@example.org
Inactive,1000000465,Davis Ltd,SAP-P49-WF,Marelli Germany,0.0,0,0.0,,,,0.0,2022-08-06,,001-231-695-2569,6768944662,lawrencejames@example.com
Inactive,1000000466,Flores-Diaz,SAP-P49-WF,,0.0,0,-0.0,,,,0.0,2022-01-09,,+1-528-999-3160x87524,3377154773,shernandez@example.org
Active,1000000467,"Ortega, Solis and Warner",SAP-P49,,0.0,0,-0.0,,,,0.0,2022-06-25,,+1-254-781-4973x746,6832007054,mariaclark@example.net
Active,1000000468,Graves Inc,SAP-P49,Marelli EPT Cologne,0.0,0,0.0,,,,0.0,2022-11-21,,001-827-364-2086x56756,3804930545,justin38@example.com
Inactive,1000000469,Anderson PLC,SAP-P49-WF,Marelli Poland,996706.16,42,-4493.83,28.0,68.84,1.0,7275.23,2023-03-04,,4475292774,6601562697,lindagonzalez@example.net
Active,1000000470,Cox PLC,SAP-P49-WF,,0.0,0,-0.0,,,,0.0,2021-01-15,,426-262-0157,6818788651,bairddebra@example.net
Active,1000000471,Booker-Sims,SAP-P49-WF,,1003538.76,227,300475.44,41.0,69.47,23.0,55752.15,2022-02-01,,(830)613-6749x2617,8274237447,hrichardson@example.org
Active,1000000472,Martinez Ltd,SAP-P49-WF,"Marelli Poland, Marelli Germany, Marelli PWT Slovakia",997187.67,382,-227214.06,80.0,59.02,16.0,15828.38,2022-05-23,,+1-883-609-9974x19267,8361833140,corybrown@example.net
Inactive,1000000473,Sullivan Ltd,SAP-P49,,0.0,0,-0.0,,,,0.0,2021-08-09,,3685887189,7308433327,whitecarol@example.org
Active,1000000474,Peters LLC,SAP-P49,,0.0,0,-0.0,,,,0.0,2021-08-23,,202-393-2184,7994951481,huntermichael@example.net
Active,1000000475,Henderson Ltd,"SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2024-10-30,,9347084872,4560712746,catherine83@example.net
Active,1000000476,Bates Inc,SAP-P49,Marelli Japan,0.0,0,-0.0,,,,0.0,2022-11-14,,503.724.3298,4684923388,david96@example.org
Active,1000000477,"Scott, James and Mckee","SAP-P49, SAP-P49-WF",Marelli Germany,0.0,0,0.0,,,,0.0,2022-04-11,,(471)846-2831x4359,7655353803,lesliefrench@example.com
Inactive,1000000478,Maynard and Sons,SAP-P49-WF,,993403.26,11,41624.54,58.0,87.29,11.0,2677.64,2021-09-22,,341-781-8615,7371699928,kimberly23@example.com
Inactive,1000000479,Garcia and Sons,"SAP-P49, SAP-P49-WF","Marelli EPT Cologne, Marelli Germany, Marelli Italy, Marelli Poland, Marelli Japan, Marelli PWT Slovakia",0.0,0,0.0,,,,0.0,2023-08-07,,(611)328-4971x8594,7477477316,jacksonstacey@example.com
Active,1000000480,Reed Ltd,SAP-P49,"Marelli Poland, Marelli Japan, Marelli Italy, Marelli Germany",998868.77,1,306214.36,74.0,65.88,12.0,2656.57,2022-01-04,,+1-888-696-7924x08222,5792166144,sellersdanielle@example.com
Inactive,1000000481,"Waters, Gregory and Barnes","SAP-P49, SAP-P49-WF","Marelli PWT Slovakia, Marelli Italy, Marelli EPT Cologne, Marelli Japan, Marelli Germany, Marelli Poland",1004169.61,314,-251375.78,46.0,48.94,10.0,4781.76,2024-07-25,,327.657.8446x834,3383083274,ftownsend@example.net
Active,1000000482,Jones and Sons,SAP-P49,,0.0,0,-0.0,,,,0.0,2021-12-21,,829-401-4870,5751623410,rjimenez@example.net
