Internal Reference,Payment Date,Invoice Number,Posting Date,Supplier Name,Supplier Reference,Gross Amount,Invoice Date,Currency Code,VAT Amount,Due Date,Debit/Credit,Is Anomaly
10072580,2023-02-15,IN67889,2023-02-08,Yellow Yard Services,V_YELLOW001,4410.59,2023-02-06,EUR,391.84,2023-03-08,,False
10015255,2023-08-20,IN84947,2023-08-19,Purple Plumbers Limited,V_PURPLE001,5772.2,2023-08-18,USD,538.62,2023-09-17,,False
10075548,2022-06-16,IN72363,2022-06-11,Red Roofing Solutions,V_RED001,5546.42,2022-06-07,GBP,329.29,2022-07-07,,False
10082982,,IN60583,2022-08-24,Green Grocers Co.,V_GREEN001,4720.82,2022-08-23,USD,384.7,2022-09-22,Dr,False
10058354,2022-05-07,IN12557,2022-05-01,Orange Office Supplies,V_ORANGE001,16599.88,2022-04-30,USD,2116.13,2022-05-30,Cr,True
10023689,2023-05-13,IN42934,2023-05-07,Purple Plumbers Limited,V_PURPLE001,5801.76,2023-05-04,USD,633.15,2023-06-03,Dr,False
10039793,2022-07-08,IN49516,2022-07-06,Yellow Yard Services,V_YELLOW001,4361.32,2022-07-05,CAD,570.67,2022-08-04,,False
10036987,2022-01-20,IN88714,2022-01-13,Purple Plumbers Limited,V_PURPLE001,27226.92,2022-01-12,GBP,1087.97,2022-02-11,Cr,True
10055409,2022-02-04,IN58766,2022-02-02,Orange Office Supplies,V_ORANGE001,3956.8,2022-01-30,GBP,733.56,2022-03-01,,False
10071836,2023-12-01,IN41923,2023-11-26,Purple Plumbers Limited,V_PURPLE001,4536.56,2023-11-22,EUR,184.31,2023-12-22,,False
10073530,2023-04-21,IN46224,2023-04-13,Yellow Yard Services,V_YELLOW001,20443.23,2023-04-12,USD,2861.06,2023-05-12,,True
10081386,2022-10-08,IN96124,2022-10-07,Purple Plumbers Limited,V_PURPLE001,4044.04,2022-10-03,GBP,568.76,2022-11-02,,False
10037050,2022-10-02,IN83551,2022-09-28,Yellow Yard Services,V_YELLOW001,6028.79,2022-09-25,GBP,176.94,2022-10-25,Dr,False
10049531,2023-03-09,IN62227,2023-03-03,Yellow Yard Services,V_YELLOW001,6421.98,2023-02-27,USD,479.73,2023-03-29,Dr,False
10064460,2022-06-07,IN16221,2022-06-04,Orange Office Supplies,V_ORANGE001,3430.47,2022-06-01,GBP,504.37,2022-07-01,,False
10053939,2023-09-17,IN39345,2023-09-14,Orange Office Supplies,V_ORANGE001,5561.42,2023-09-12,USD,224.22,2023-10-12,,False
10027290,,IN81035,2022-07-23,Purple Plumbers Limited,V_PURPLE001,5428.1,2022-07-22,USD,521.0,2022-08-21,Cr,False
10098454,2022-07-08,IN95076,2022-07-02,Orange Office Supplies,V_ORANGE001,8633.61,2022-06-30,USD,628.67,2022-07-30,,False
10014381,2022-10-15,IN29558,2022-10-11,Red Roofing Solutions,V_RED001,3403.67,2022-10-07,GBP,498.52,2022-11-06,Dr,False
10011980,2022-04-02,IN58290,2022-03-27,Yellow Yard Services,V_YELLOW001,18281.56,2022-03-25,CAD,2774.6,2022-04-24,,True
10069758,2023-10-13,IN56057,2023-10-08,Orange Office Supplies,V_ORANGE001,4222.62,2023-10-06,EUR,698.79,2023-11-05,Dr,False
10029871,2022-11-11,IN99303,2022-11-03,Purple Plumbers Limited,V_PURPLE001,4536.19,2022-11-02,CAD,434.59,2022-12-02,Dr,False
10088411,2022-05-31,IN11622,2022-05-30,Orange Office Supplies,V_ORANGE001,20979.23,2022-05-26,USD,1510.81,2022-06-25,,True
10044314,,IN58225,2022-10-07,Orange Office Supplies,V_ORANGE001,5514.6,2022-10-03,EUR,546.27,2022-11-02,,False
10077526,2023-01-27,IN80835,2023-01-24,Green Grocers Co.,V_GREEN001,26350.63,2023-01-21,EUR,1590.76,2023-02-20,,True
10058849,2022-05-02,IN36347,2022-04-30,Orange Office Supplies,V_ORANGE001,4554.65,2022-04-27,EUR,510.33,2022-05-27,Dr,False
10014138,2023-01-08,IN85945,2023-01-05,Purple Plumbers Limited,V_PURPLE001,5081.03,2023-01-02,EUR,702.0,2023-02-01,Dr,False
10027073,2023-09-20,IN40682,2023-09-11,Orange Office Supplies,V_ORANGE001,4210.88,2023-09-10,GBP,497.9,2023-10-10,,False
10040063,,IN79453,2023-12-17,Orange Office Supplies,V_ORANGE001,6069.83,2023-12-13,USD,488.14,2024-01-12,Cr,False
10017314,,IN29623,2022-11-23,Blue Builders Inc.,V_BLUE001,22723.34,2022-11-19,CAD,3008.44,2022-12-19,Cr,True
10046784,2023-04-12,IN33723,2023-04-08,Blue Builders Inc.,V_BLUE001,6309.24,2023-04-07,GBP,355.08,2023-05-07,Dr,False
10076690,2023-10-18,IN14499,2023-10-15,Orange Office Supplies,V_ORANGE001,21299.41,2023-10-14,CAD,2390.91,2023-11-13,Cr,True
10089332,,IN76201,2023-06-01,Purple Plumbers Limited,V_PURPLE001,3485.25,2023-05-29,GBP,586.21,2023-06-28,,False
10097886,2022-09-05,IN10117,2022-09-03,Purple Plumbers Limited,V_PURPLE001,21352.28,2022-08-31,USD,1974.88,2022-09-30,Dr,True
10072552,,IN87454,2023-10-24,Green Grocers Co.,V_GREEN001,26431.34,2023-10-23,GBP,2531.1,2023-11-22,,True
10025038,2023-07-05,IN62327,2023-07-04,Purple Plumbers Limited,V_PURPLE001,6200.61,2023-07-03,GBP,613.14,2023-08-02,Cr,False
10078684,2023-04-17,IN83469,2023-04-13,Purple Plumbers Limited,V_PURPLE001,5593.6,2023-04-09,USD,521.17,2023-05-09,,False
10031153,2022-12-12,IN15247,2022-12-07,Red Roofing Solutions,V_RED001,4914.36,2022-12-06,EUR,470.34,2023-01-05,Cr,False
10063302,2023-01-16,IN33150,2023-01-08,Red Roofing Solutions,V_RED001,24122.08,2023-01-06,CAD,1937.69,2023-02-05,Cr,True
